ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,31.83,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2019,36.76,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,36.89,,Repository: Eurostat special tabulation
Fiji,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"FJI - LFS - Employment, Unemployment Survey",Occupation (Managerial positions): Senior and middle management,2011,30.71,,Repository: ILO-STATISTICS - Micro data processing
Fiji,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"FJI - LFS - Employment, Unemployment Survey",Occupation (Managerial positions): Total management,2011,31.5,,Repository: ILO-STATISTICS - Micro data processing
Fiji,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"FJI - LFS - Employment, Unemployment Survey",Occupation (Managerial positions): Total management,2014,30.42,,
Fiji,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"FJI - LFS - Employment, Unemployment Survey",Occupation (Managerial positions): Senior and middle management,2016,38.58,,Repository: ILO-STATISTICS - Micro data processing
Fiji,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"FJI - LFS - Employment, Unemployment Survey",Occupation (Managerial positions): Total management,2016,38.89,,Repository: ILO-STATISTICS - Micro data processing
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,38.54,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,38.49,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,39.14,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,39.33,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2012,39.19,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,39.32,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,35.58,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,36,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,32.03,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,32.74,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,31.02,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,31.79,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,31.18,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,33.08,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,32.64,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,33.43,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,34.36,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,34.42,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2019,34.24,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FRA - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,34.63,,Repository: Eurostat special tabulation
"Micronesia, Federated States of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FSM - HIES - Household Income and Expenditure Survey,Occupation (Managerial positions): Senior and middle management,2014,18.19,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
"Micronesia, Federated States of",SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FSM - HIES - Household Income and Expenditure Survey,Occupation (Managerial positions): Total management,2014,20.26,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,35.98,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,35.68,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,32.12,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,34.56,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2012,32.39,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,34.38,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,32.31,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,33.95,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,32.86,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,35.29,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,32.4,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,35.36,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,33.78,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,35.99,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,34.36,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,36.15,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),GBR - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,34.22,,Repository: Eurostat special tabulation
